City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
252,Tiarei,PF,-17.5333,-149.3333,78.8,65,40,6.91,scattered clouds,2021-01-29 17:01:12
253,Norman Wells,CA,65.282,-126.8329,-36.4,74,20,5.75,few clouds,2021-01-29 16:56:26
254,Te Anau,NZ,-45.4167,167.7167,38.37,90,13,1.16,few clouds,2021-01-29 16:56:16
255,Port Macquarie,AU,-31.4333,152.9167,71.6,100,75,3.44,broken clouds,2021-01-29 17:01:12
256,Sabang,ID,5.8933,95.3214,81.52,78,90,17.29,overcast clouds,2021-01-29 17:01:13
257,Antofagasta,CL,-23.65,-70.4,73.99,60,0,13.8,clear sky,2021-01-29 17:00:45
258,Ucluelet,CA,48.9329,-125.5528,41.0,93,90,9.22,overcast clouds,2021-01-29 17:01:13
259,Hobyo,SO,5.3505,48.5268,77.04,72,14,17.13,few clouds,2021-01-29 17:01:13
260,Chicama,PE,-7.8447,-79.1469,71.6,78,0,9.22,clear sky,2021-01-29 17:01:13
261,Anan,JP,33.9167,134.65,35.6,51,20,20.71,few clouds,2021-01-29 17:01:13
262,Muisne,EC,0.6,-80.0333,80.6,94,75,5.75,light rain,2021-01-29 17:01:13
263,San Vicente,AR,-26.6167,-54.1333,76.98,84,59,6.33,broken clouds,2021-01-29 17:01:14
264,Santa Maria,BR,-29.6842,-53.8069,86.09,59,11,11.14,few clouds,2021-01-29 17:01:14
265,Iqaluit,CA,63.7506,-68.5145,-13.0,70,1,21.85,snow,2021-01-29 17:01:14
266,Strathpeffer,GB,57.588,-4.5382,37.99,80,40,8.05,scattered clouds,2021-01-29 17:01:14
267,Tandil,AR,-37.3217,-59.1332,84.0,31,47,7.0,scattered clouds,2021-01-29 17:00:03
268,Luderitz,NA,-26.6481,15.1594,77.16,37,0,28.39,clear sky,2021-01-29 17:01:14
269,Shadrinsk,RU,56.0852,63.6335,9.66,94,100,7.14,overcast clouds,2021-01-29 17:01:15
270,Bathurst,AU,-33.4166,149.5806,64.0,94,95,4.5,overcast clouds,2021-01-29 17:00:13
271,Aripuana,BR,-9.1667,-60.6333,81.63,88,61,2.24,broken clouds,2021-01-29 17:01:15
272,Mehamn,NO,71.0357,27.8492,17.6,79,75,9.22,broken clouds,2021-01-29 17:01:15
273,Havoysund,NO,70.9963,24.6622,19.4,86,90,11.5,light snow,2021-01-29 17:01:15
274,Palmer,US,42.1584,-72.3287,12.0,47,20,23.02,few clouds,2021-01-29 17:01:06
275,Port Hardy,CA,50.6996,-127.4199,41.0,87,75,16.11,broken clouds,2021-01-29 17:00:53
276,Harbour Breton,CA,47.4833,-55.7983,29.03,87,0,15.55,clear sky,2021-01-29 17:01:15
277,Port Jervis,US,41.3751,-74.6927,18.0,58,0,4.0,clear sky,2021-01-29 17:01:16
278,Ust-Kuyga,RU,70.0167,135.6,-40.25,77,100,0.16,overcast clouds,2021-01-29 16:56:17
279,Holme,DK,56.1138,10.1725,30.2,86,90,9.22,overcast clouds,2021-01-29 17:01:16
280,Eureka,US,40.8021,-124.1637,37.99,93,1,4.61,clear sky,2021-01-29 17:01:16
281,Kudahuvadhoo,MV,2.6708,72.8944,81.9,75,40,15.14,scattered clouds,2021-01-29 17:01:16
282,Akyab,MM,20.15,92.9,66.47,65,0,6.89,clear sky,2021-01-29 17:01:16
283,Kolodeznyy,RU,51.3333,39.1833,30.2,74,90,15.66,overcast clouds,2021-01-29 17:01:16
284,Tiaong,PH,13.9536,121.3161,77.0,76,20,11.99,few clouds,2021-01-29 17:01:16
285,Tselinnoye,RU,53.0833,85.6667,23.0,96,100,16.58,overcast clouds,2021-01-29 17:01:17
286,Yining,CN,29.0361,114.5636,46.49,62,92,0.89,overcast clouds,2021-01-29 17:01:17
287,Clyde River,CA,70.4692,-68.5914,-11.2,77,1,2.3,clear sky,2021-01-29 17:01:17
288,Camana,PE,-16.6228,-72.7111,76.15,60,4,9.69,clear sky,2021-01-29 17:01:17
289,Torbay,CA,47.6666,-52.7314,28.0,74,90,12.66,overcast clouds,2021-01-29 17:01:17
290,Necochea,AR,-38.5473,-58.7368,84.0,34,92,13.27,overcast clouds,2021-01-29 17:01:17
291,Tiksi,RU,71.6872,128.8694,-30.32,85,86,4.72,overcast clouds,2021-01-29 17:01:17
292,Leningradskiy,RU,69.3833,178.4167,-24.48,83,87,7.99,overcast clouds,2021-01-29 17:01:17
293,Gat,IL,31.61,34.7642,54.0,100,44,12.73,scattered clouds,2021-01-29 17:00:01
294,Paracatu,BR,-17.2222,-46.8747,85.91,44,96,5.48,overcast clouds,2021-01-29 17:01:18
295,Camopi,GF,3.1655,-52.3158,80.31,91,72,3.58,broken clouds,2021-01-29 17:01:18
296,Canutama,BR,-6.5339,-64.3831,82.94,83,99,2.73,overcast clouds,2021-01-29 17:01:18
297,Macas,EC,-2.3167,-78.1167,75.2,78,75,6.91,light rain,2021-01-29 17:01:18
298,Port Lincoln,AU,-34.7333,135.8667,63.0,73,96,14.23,overcast clouds,2021-01-29 17:01:18
299,Xining,CN,36.6167,101.7667,16.57,74,100,3.15,overcast clouds,2021-01-29 17:01:19
300,The Valley,AI,18.217,-63.0578,78.8,69,40,6.91,scattered clouds,2021-01-29 17:01:19
301,New Norfolk,AU,-42.7826,147.0587,62.01,83,72,1.83,broken clouds,2021-01-29 17:01:19
302,Batagay,RU,67.6333,134.6333,-41.96,78,100,1.5,overcast clouds,2021-01-29 17:01:19
303,Port Elizabeth,ZA,-33.918,25.5701,71.6,64,0,13.8,clear sky,2021-01-29 17:01:19
304,Taltal,CL,-25.4,-70.4833,71.56,59,4,6.85,clear sky,2021-01-29 17:01:19
305,Saint George,US,37.1041,-113.5841,46.99,76,90,9.22,light rain,2021-01-29 17:00:14
306,Pafos,CY,34.7667,32.4167,55.4,54,40,21.85,scattered clouds,2021-01-29 17:01:20
307,Bonthe,SL,7.5264,-12.505,85.06,65,39,10.54,scattered clouds,2021-01-29 17:01:20
308,Lata,PT,40.1629,-8.3327,57.99,89,84,7.07,broken clouds,2021-01-29 16:57:05
309,Acajutla,SV,13.5928,-89.8275,77.0,47,0,5.75,clear sky,2021-01-29 17:00:10
310,Korla,CN,41.7597,86.1469,23.54,82,0,2.28,clear sky,2021-01-29 17:00:43
311,Cabedelo,BR,-6.9811,-34.8339,87.8,62,75,14.97,broken clouds,2021-01-29 17:01:20
312,Jasper,US,37.2001,-94.3502,45.0,65,1,13.8,clear sky,2021-01-29 17:00:03
313,Derbent,RU,42.0678,48.2899,42.57,86,97,1.48,overcast clouds,2021-01-29 17:01:20
314,Otjiwarongo,NA,-20.4637,16.6477,76.39,52,88,3.13,overcast clouds,2021-01-29 17:01:21
315,Carnarvon,AU,-24.8667,113.6333,80.6,78,0,12.66,clear sky,2021-01-29 17:01:21
316,Pangnirtung,CA,66.1451,-65.7125,-11.2,77,1,6.91,clear sky,2021-01-29 17:01:21
317,Rosetta,EG,31.4044,30.4164,59.0,55,40,16.11,scattered clouds,2021-01-29 17:01:21
318,Charcas,MX,23.1333,-101.1167,52.95,61,45,7.09,scattered clouds,2021-01-29 17:01:21
319,Kilindoni,TZ,-7.9139,39.6668,82.13,79,3,18.5,clear sky,2021-01-29 17:01:21
320,Goedereede,NL,51.8175,3.9806,48.0,91,19,3.0,few clouds,2021-01-29 17:01:22
321,Vestmannaeyjar,IS,63.4427,-20.2734,37.4,75,90,11.5,overcast clouds,2021-01-29 17:01:22
322,Nishihara,JP,26.1842,127.7558,57.2,47,40,11.5,scattered clouds,2021-01-29 17:01:22
323,Mocuba,MZ,-16.8392,36.9856,76.82,95,78,4.14,light rain,2021-01-29 17:01:22
324,Zacatecas,MX,23.0,-103.0,44.6,76,75,3.91,broken clouds,2021-01-29 17:01:22
325,Komsomolskiy,UZ,40.4272,71.7189,33.8,51,0,4.61,clear sky,2021-01-29 17:01:22
326,Kuah,MY,6.3265,99.8432,82.4,65,20,6.91,few clouds,2021-01-29 17:01:22
327,Ambon,ID,-3.6954,128.1814,80.31,80,99,9.48,overcast clouds,2021-01-29 16:57:32
328,Poro,PH,10.6292,124.4087,75.2,94,90,17.27,overcast clouds,2021-01-29 17:01:23
329,Saskylakh,RU,71.9167,114.0833,-38.78,79,33,2.93,scattered clouds,2021-01-29 17:01:23
330,Makakilo City,US,21.3469,-158.0858,71.6,78,40,5.75,light rain,2021-01-29 17:01:23
331,Upernavik,GL,72.7868,-56.1549,-9.06,80,30,12.01,scattered clouds,2021-01-29 17:01:23
332,Altagracia De Orituco,VE,9.8601,-66.3814,85.73,42,22,7.67,few clouds,2021-01-29 17:01:24
333,Pisco,PE,-13.7,-76.2167,75.0,73,0,10.36,clear sky,2021-01-29 16:56:48
334,Ternate,ID,0.8,127.4,79.99,81,100,7.18,overcast clouds,2021-01-29 17:01:24
335,Bontang,ID,0.1333,117.5,78.8,82,100,3.8,overcast clouds,2021-01-29 17:01:24
336,Caravelas,BR,-17.7125,-39.2481,86.09,52,0,10.25,clear sky,2021-01-29 16:57:23
337,Hami,CN,42.8,93.45,21.47,83,0,3.11,clear sky,2021-01-29 17:01:24
338,Visnes,NO,59.3556,5.2242,34.0,86,40,8.05,scattered clouds,2021-01-29 17:01:24
339,Miraflores,MX,19.2167,-98.8083,57.2,66,75,2.15,broken clouds,2021-01-29 17:01:25
340,Ishigaki,JP,24.3448,124.1572,59.74,70,99,17.34,overcast clouds,2021-01-29 17:01:25
341,Dingzhou,CN,38.5131,114.9956,21.2,49,0,6.71,clear sky,2021-01-29 16:57:20
342,Husavik,IS,66.0449,-17.3389,12.2,79,40,3.44,scattered clouds,2021-01-29 17:01:25
343,Neiafu,TO,-18.65,-173.9833,75.2,94,90,11.5,moderate rain,2021-01-29 17:01:25
344,Honningsvag,NO,70.9821,25.9704,19.4,86,90,11.5,light snow,2021-01-29 17:01:25
345,Alpatovo,RU,43.7028,45.2415,42.8,75,75,11.18,broken clouds,2021-01-29 17:01:25
346,Half Moon Bay,US,37.4636,-122.4286,48.0,93,1,3.22,clear sky,2021-01-29 17:01:25
347,Guerrero Negro,MX,27.9769,-114.0611,61.29,61,2,6.15,clear sky,2021-01-29 17:01:26
348,Les Escoumins,CA,48.1111,-69.0236,14.0,67,100,16.11,overcast clouds,2021-01-29 17:01:26
349,Sur,OM,22.5667,59.5289,64.15,57,16,5.61,few clouds,2021-01-29 17:01:26
350,Lac Du Bonnet,CA,50.2536,-96.0612,9.0,100,100,5.99,overcast clouds,2021-01-29 17:01:26
351,Dunmore Town,BS,25.5,-76.65,67.28,65,96,16.71,overcast clouds,2021-01-29 17:01:26
352,College,US,64.8569,-147.8028,0.0,71,75,3.27,light snow,2021-01-29 16:57:06
353,Okha,RU,53.5739,142.9478,-2.31,92,100,9.8,overcast clouds,2021-01-29 17:01:27
354,Telde,ES,27.9924,-15.4192,75.99,68,0,4.61,clear sky,2021-01-29 17:01:27
355,Oktyabrskiy,RU,54.4815,53.471,24.73,97,100,10.78,light snow,2021-01-29 17:01:27
356,Basco,PH,20.4487,121.9702,68.25,73,94,26.98,overcast clouds,2021-01-29 17:01:27
357,Tambura,SS,5.6,27.4667,83.21,21,73,3.62,broken clouds,2021-01-29 17:01:27
358,Fujisawa,JP,35.3419,139.47,37.4,35,20,13.8,few clouds,2021-01-29 17:01:27
359,Paris,FR,48.8534,2.3488,51.01,87,90,21.85,overcast clouds,2021-01-29 16:59:32
360,Kumano,JP,34.3442,132.5894,32.0,64,20,4.61,few clouds,2021-01-29 17:01:28
361,Hole Narsipur,IN,12.7828,76.2431,67.89,68,11,2.51,light rain,2021-01-29 17:01:28
362,Port Maria,JM,18.3685,-76.8895,86.0,78,33,11.99,scattered clouds,2021-01-29 17:01:28
363,Katobu,ID,-4.9408,122.5276,75.65,90,100,3.06,overcast clouds,2021-01-29 17:01:28
364,Aklavik,CA,68.2191,-135.0107,-31.0,68,40,3.44,scattered clouds,2021-01-29 17:01:28
365,Riyadh,SA,24.6877,46.7219,80.6,17,27,6.91,scattered clouds,2021-01-29 16:59:51
366,Coracora,PE,-15.0333,-73.7833,60.66,33,1,10.63,clear sky,2021-01-29 17:01:28
367,Yerbogachen,RU,61.2767,108.0108,-43.51,79,43,4.92,scattered clouds,2021-01-29 17:01:28
368,Broome,US,42.2506,-75.833,15.01,67,90,13.8,overcast clouds,2021-01-29 17:01:29
369,Sept-Iles,CA,50.2001,-66.3821,12.99,56,4,10.36,clear sky,2021-01-29 17:01:29
370,Gajendragarh,IN,15.7333,75.9833,74.79,29,93,7.76,overcast clouds,2021-01-29 17:01:29
371,Kenai,US,60.5544,-151.2583,25.0,85,20,4.61,few clouds,2021-01-29 17:01:29
372,Hasaki,JP,35.7333,140.8333,35.6,38,20,11.5,few clouds,2021-01-29 17:01:29
373,Vogan,TG,6.3333,1.5333,87.8,70,20,11.5,few clouds,2021-01-29 17:01:29
374,Plainfield,US,40.6168,-74.4173,25.0,36,1,28.77,clear sky,2021-01-29 17:01:16
375,Aliwal North,ZA,-30.6937,26.7114,77.2,27,0,8.86,clear sky,2021-01-29 17:01:30
376,Emerald,AU,-23.5333,148.1667,75.2,69,7,8.05,clear sky,2021-01-29 17:01:01
377,Lodja,CD,-3.4833,23.4333,79.5,65,100,0.74,overcast clouds,2021-01-29 16:56:39
378,Kristiansund,NO,63.1115,7.732,32.0,86,75,13.8,snow,2021-01-29 17:01:30
379,Sabha,LY,27.0377,14.4283,59.58,43,0,5.84,clear sky,2021-01-29 17:01:30
380,Brae,GB,60.3964,-1.353,35.6,80,20,10.36,few clouds,2021-01-29 17:01:30
381,La Libertad,EC,-2.2333,-80.9,77.0,83,90,5.75,light rain,2021-01-29 17:01:30
382,Bukachacha,RU,52.9833,116.9167,-28.73,79,1,2.82,clear sky,2021-01-29 17:01:30
383,Banjar,ID,-8.19,114.9675,78.8,89,40,8.05,heavy intensity rain,2021-01-29 17:01:30
384,Meulaboh,ID,4.1363,96.1285,77.77,83,99,5.06,overcast clouds,2021-01-29 16:57:40
385,Vicuna,CL,-30.0319,-70.7081,62.6,82,75,12.66,broken clouds,2021-01-29 17:01:31
386,Mogwase,ZA,-25.185,27.2665,75.04,67,55,1.97,broken clouds,2021-01-29 17:00:50
387,Innisfail,AU,-17.5333,146.0333,75.18,90,98,5.26,overcast clouds,2021-01-29 16:59:27
388,Marawi,PH,7.9986,124.2928,73.99,93,100,5.99,overcast clouds,2021-01-29 17:00:53
389,Wanning,CN,18.8003,110.3967,65.71,83,54,7.63,broken clouds,2021-01-29 17:01:31
390,Kharan,PK,28.5833,65.4167,52.52,29,18,2.82,few clouds,2021-01-29 17:01:26
391,Plettenberg Bay,ZA,-34.0527,23.3716,67.98,66,0,3.11,clear sky,2021-01-29 17:01:31
392,Misratah,LY,32.3754,15.0925,66.49,55,4,9.75,clear sky,2021-01-29 17:01:32
393,Talcahuano,CL,-36.7167,-73.1167,59.0,100,90,13.8,fog,2021-01-29 17:01:32
394,Dabwali,IN,29.95,74.7333,51.85,39,0,4.41,clear sky,2021-01-29 17:01:32
395,Tamiahua,MX,21.2667,-97.45,68.83,65,64,9.28,broken clouds,2021-01-29 17:01:32
396,Emborion,GR,40.4833,21.55,46.4,53,100,5.82,overcast clouds,2021-01-29 17:01:32
397,Port Blair,IN,11.6667,92.75,79.36,83,71,7.34,broken clouds,2021-01-29 17:01:32
398,Tchibanga,GA,-2.85,11.0333,78.04,87,100,5.17,light rain,2021-01-29 17:01:33
399,Eldorado,BR,-23.7869,-54.2836,77.41,83,94,13.06,overcast clouds,2021-01-29 17:01:33
400,Shillong,IN,25.5689,91.8831,59.0,88,75,2.44,mist,2021-01-29 17:01:33
401,Terme,TR,41.2092,36.9739,37.4,81,20,4.61,few clouds,2021-01-29 17:01:33
402,Mahebourg,MU,-20.4081,57.7,80.6,78,40,5.75,light rain,2021-01-29 16:57:01
403,Nieuw Amsterdam,SR,5.8833,-55.0833,78.8,89,75,2.3,broken clouds,2021-01-29 17:01:33
404,Simpang,ID,-1.2667,104.0833,75.63,89,98,3.49,light rain,2021-01-29 17:01:33
405,Crailsheim,DE,49.1344,10.0719,44.6,81,75,13.8,broken clouds,2021-01-29 17:01:33
406,Utiel,ES,39.5667,-1.2,72.0,53,11,15.75,few clouds,2021-01-29 17:01:34
407,Nemuro,JP,43.3236,145.575,28.6,98,100,25.59,snow,2021-01-29 17:01:34
408,Atkarsk,RU,51.8718,45.0078,24.03,97,94,10.4,overcast clouds,2021-01-29 17:01:34
409,Nuuk,GL,64.1835,-51.7216,28.4,74,20,11.5,few clouds,2021-01-29 16:57:10
410,Quatre Cocos,MU,-20.2078,57.7625,81.0,78,75,11.5,light rain,2021-01-29 17:01:34
411,Deputatskiy,RU,69.3,139.9,-32.24,86,100,1.99,overcast clouds,2021-01-29 17:01:34
412,Muros,ES,42.7762,-9.0603,57.99,94,100,5.01,overcast clouds,2021-01-29 16:57:12
413,Talnakh,RU,69.4865,88.3972,-31.85,69,0,1.14,clear sky,2021-01-29 17:01:34
414,Riberalta,BO,-10.9833,-66.1,76.93,91,98,3.76,overcast clouds,2021-01-29 17:01:34
415,Sao Sebastiao,BR,-23.76,-45.4097,91.78,45,100,4.83,overcast clouds,2021-01-29 17:00:40
416,Salvador,SV,13.8333,-88.9167,87.8,47,0,9.22,clear sky,2021-01-29 17:01:35
417,Alpena,US,45.0617,-83.4327,21.99,79,90,6.91,light snow,2021-01-29 17:00:29
418,Gorin,RU,51.1983,136.6669,-5.84,90,100,7.83,light snow,2021-01-29 17:01:35
419,Likasi,CD,-10.9814,26.7333,67.08,91,98,2.01,light rain,2021-01-29 17:01:35
420,Varkaus,FI,62.3153,27.873,28.4,86,90,10.36,light snow,2021-01-29 17:01:35
421,Dongsheng,CN,39.8161,109.9776,19.83,79,0,19.77,clear sky,2021-01-29 17:01:35
422,Portland,US,45.5234,-122.6762,42.8,87,90,2.93,mist,2021-01-29 16:58:01
423,Aden,YE,12.7794,45.0367,75.31,72,0,12.59,clear sky,2021-01-29 16:59:00
424,Babati,TZ,-4.2167,35.75,68.85,65,14,3.06,few clouds,2021-01-29 17:01:36
425,Costa Rica,BR,-23.4167,-54.65,77.36,83,87,11.32,overcast clouds,2021-01-29 16:57:27
426,Dillon,US,34.4166,-79.3712,44.01,48,1,5.75,clear sky,2021-01-29 17:01:36
427,Lakselv,NO,70.0513,24.9718,10.4,72,75,17.27,light snow,2021-01-29 17:01:36
428,Olinda,BR,-8.0089,-34.8553,82.4,65,75,8.05,broken clouds,2021-01-29 17:01:36
429,Shakiso,ET,5.75,38.9167,66.63,38,12,4.9,few clouds,2021-01-29 17:01:37
430,Along,IN,28.1667,94.7667,51.58,58,0,2.04,clear sky,2021-01-29 17:01:37
431,Guanica,PR,17.9716,-66.908,82.99,60,1,3.0,clear sky,2021-01-29 17:01:37
432,Peleduy,RU,59.6289,112.7406,-41.78,77,57,3.89,broken clouds,2021-01-29 17:01:37
433,Imbituba,BR,-28.24,-48.6703,84.2,74,75,6.91,broken clouds,2021-01-29 17:00:04
434,Bathsheba,BB,13.2167,-59.5167,84.2,58,20,17.27,few clouds,2021-01-29 17:01:37
435,Asosa,ET,10.0667,34.5333,71.67,23,89,6.33,overcast clouds,2021-01-29 17:01:37
436,Balatonfoldvar,HU,46.8526,17.8812,46.4,76,0,6.91,clear sky,2021-01-29 17:01:37
437,Zalesovo,RU,53.9939,84.7431,22.41,97,100,13.62,light snow,2021-01-29 17:01:38
438,Susanville,US,40.4163,-120.653,32.0,100,90,1.95,overcast clouds,2021-01-29 16:58:27
439,San Cristobal,VE,7.7669,-72.225,84.2,58,20,9.22,few clouds,2021-01-29 16:56:52
440,Popondetta,PG,-8.7537,148.2534,76.14,93,100,2.86,light rain,2021-01-29 17:01:38
441,Jiancheng,CN,30.391,104.5491,42.01,93,97,5.41,overcast clouds,2021-01-29 17:01:38
442,La Ronge,CA,55.1001,-105.2842,6.8,85,100,6.91,overcast clouds,2021-01-29 17:01:38
443,Dwarka,IN,22.2394,68.9678,67.86,50,90,11.1,overcast clouds,2021-01-29 17:01:38
444,Hata,IN,26.7461,83.7403,50.92,60,0,6.71,clear sky,2021-01-29 17:01:38
445,Buala,SB,-8.145,159.5921,79.25,81,100,7.0,overcast clouds,2021-01-29 17:01:38
446,Bengkulu,ID,-3.8004,102.2655,75.65,88,100,4.43,moderate rain,2021-01-29 16:56:55
447,Seoul,KR,37.5683,126.9778,21.2,53,75,6.91,broken clouds,2021-01-29 17:01:39
448,Vardo,NO,70.3705,31.1107,19.4,93,75,16.11,light snow,2021-01-29 17:01:39
449,Padang,ID,-0.9492,100.3543,73.4,94,75,3.44,light rain,2021-01-29 17:01:39
450,Saurimo,AO,-9.6608,20.3916,71.4,84,76,1.48,light rain,2021-01-29 17:01:39
451,Alofi,NU,-19.0595,-169.9187,75.2,88,100,6.91,light rain,2021-01-29 17:01:25
452,Nantucket,US,41.2835,-70.0995,15.8,57,40,21.85,scattered clouds,2021-01-29 17:01:39
453,Laibin,CN,23.7,109.2667,54.72,44,0,4.03,clear sky,2021-01-29 17:01:39
454,Yuncheng,CN,35.0231,110.9928,38.1,62,9,3.51,clear sky,2021-01-29 17:01:40
455,Rocky Mountain House,CA,52.3668,-114.9188,-11.2,77,13,2.3,few clouds,2021-01-29 17:00:06
456,Bishop Auckland,GB,54.6555,-1.6771,39.99,84,69,4.0,light rain,2021-01-29 17:01:40
457,Temiscaming,CA,46.7212,-79.0971,8.6,72,97,10.36,overcast clouds,2021-01-29 17:00:14
458,Tombouctou,ML,20.0,-3.0,84.74,13,0,8.23,clear sky,2021-01-29 17:01:40
459,Soyo,AO,-6.1349,12.3689,81.68,82,100,13.27,light rain,2021-01-29 17:01:40
460,Waipawa,NZ,-41.4122,175.5153,57.2,67,90,21.85,overcast clouds,2021-01-29 17:01:40
461,Oranjestad,AW,12.524,-70.027,82.4,65,40,18.41,scattered clouds,2021-01-29 17:00:16
462,Comodoro Rivadavia,AR,-45.8667,-67.5,57.2,54,40,8.05,scattered clouds,2021-01-29 17:01:41
463,Natal,BR,-5.795,-35.2094,87.8,58,40,18.41,scattered clouds,2021-01-29 17:01:41
464,Montbrison,FR,45.6667,4.0833,52.0,54,0,9.22,clear sky,2021-01-29 17:01:41
465,Gravenhurst,CA,44.9168,-79.3663,8.6,66,90,9.22,overcast clouds,2021-01-29 17:00:07
466,Jhabua,IN,22.7667,74.6,61.39,29,0,10.56,clear sky,2021-01-29 16:56:50
467,Bonavista,CA,48.6499,-53.1147,28.0,86,100,3.44,overcast clouds,2021-01-29 16:59:58
468,Longyearbyen,SJ,78.2186,15.6401,-2.2,55,20,20.71,few clouds,2021-01-29 17:01:42
469,Trelew,AR,-43.249,-65.3051,63.72,48,33,21.63,scattered clouds,2021-01-29 17:01:42
470,Manakara,MG,-22.1333,48.0167,79.84,82,13,7.2,few clouds,2021-01-29 17:01:42
471,Sikasso,ML,10.9167,-7.0,97.65,8,0,3.36,clear sky,2021-01-29 17:01:42
472,Hayden,US,47.766,-116.7866,30.99,100,90,5.75,light snow,2021-01-29 17:01:42
473,Shumyachi,RU,53.8583,32.4242,19.11,97,95,7.85,overcast clouds,2021-01-29 17:01:42
474,Smithers,CA,54.7804,-127.1743,8.6,78,90,5.75,overcast clouds,2021-01-29 16:58:22
475,Uchiza,PE,-8.4592,-76.4633,80.64,71,94,1.41,overcast clouds,2021-01-29 17:01:43
476,Constitucion,CL,-35.3333,-72.4167,65.82,75,100,9.13,overcast clouds,2021-01-29 17:01:43
477,Grootegast,NL,53.2125,6.2736,39.99,95,100,5.99,overcast clouds,2021-01-29 17:01:43
478,Maceio,BR,-9.6658,-35.7353,75.2,88,75,1.14,broken clouds,2021-01-29 16:58:21
479,Penzance,GB,50.1186,-5.5371,50.0,93,94,8.05,overcast clouds,2021-01-29 17:01:43
480,Tura,IN,25.5198,90.2201,58.98,51,0,1.45,clear sky,2021-01-29 16:57:02
481,Svetlogorsk,BY,52.6333,29.7333,23.22,97,100,12.12,overcast clouds,2021-01-29 17:01:43
482,Andenes,NO,69.3143,16.1194,21.2,68,75,11.5,broken clouds,2021-01-29 17:01:43
483,Mokrousovo,RU,55.8103,66.7653,11.14,95,100,6.26,overcast clouds,2021-01-29 17:01:43
484,Oistins,BB,13.0667,-59.5333,84.2,58,20,17.27,few clouds,2021-01-29 17:01:44
485,Bogorodskoye,RU,56.55,37.8833,26.69,98,93,11.52,overcast clouds,2021-01-29 17:01:44
486,Sinnamary,GF,5.3833,-52.95,79.45,87,44,11.45,scattered clouds,2021-01-29 17:01:44
487,Shingu,JP,33.7333,135.9833,33.76,84,0,8.95,clear sky,2021-01-29 17:01:44
488,Bambanglipuro,ID,-7.95,110.2833,76.01,92,100,12.03,moderate rain,2021-01-29 16:57:07
489,Libertador General San Martin,AR,-23.8064,-64.7876,100.0,40,0,1.99,clear sky,2021-01-29 17:01:44
490,Pa Sang,TH,18.5262,98.9394,77.0,65,20,4.61,few clouds,2021-01-29 17:01:44
491,Odessa,UA,46.4775,30.7326,28.4,93,0,2.24,clear sky,2021-01-29 17:01:45
492,Harper,LR,4.375,-7.7169,82.0,75,45,7.07,light rain,2021-01-29 17:01:45
493,Mount Gambier,AU,-37.8333,140.7667,59.0,94,90,9.22,overcast clouds,2021-01-29 17:00:57
494,Navolato,MX,24.7672,-107.6944,77.0,40,20,4.61,few clouds,2021-01-29 17:01:45
495,Poya,NC,-21.35,165.15,74.7,82,49,4.45,scattered clouds,2021-01-29 17:01:45
496,Slovenska Bistrica,SI,46.3928,15.5744,46.4,76,0,10.36,clear sky,2021-01-29 17:01:45
497,Ajdabiya,LY,30.7554,20.2263,59.77,76,36,8.63,scattered clouds,2021-01-29 17:01:45
498,Payo,ID,-3.7508,103.6372,73.2,94,100,2.17,overcast clouds,2021-01-29 17:01:45
499,Dukat,RU,62.55,155.55,-29.61,83,100,3.69,overcast clouds,2021-01-29 17:01:11
500,Ahipara,NZ,-35.1667,173.1667,56.66,84,1,6.15,clear sky,2021-01-29 17:01:46
501,Saint-Pierre,RE,-21.3393,55.4781,82.4,65,0,6.91,clear sky,2021-01-29 17:01:46
502,San Jose,US,37.3394,-121.895,46.99,87,20,4.61,few clouds,2021-01-29 16:59:04
503,Kirakira,SB,-10.4544,161.9205,81.5,82,100,16.96,overcast clouds,2021-01-29 17:01:46
504,Aguimes,ES,27.9054,-15.4461,75.99,68,0,4.61,clear sky,2021-01-29 17:01:46
505,Springbok,ZA,-29.6643,17.8865,77.5,21,0,12.57,clear sky,2021-01-29 17:01:46
506,Nigran,ES,42.1415,-8.8066,57.0,100,90,16.11,drizzle,2021-01-29 17:01:46
507,Omboue,GA,-1.5746,9.2618,79.07,85,95,7.94,moderate rain,2021-01-29 17:01:46
508,Chaplynka,UA,46.3651,33.5403,40.06,72,99,14.0,overcast clouds,2021-01-29 17:01:47
509,Sonari,IN,27.0667,95.0333,60.8,69,7,1.63,clear sky,2021-01-29 17:01:47
510,Mareeba,AU,-17.0,145.4333,77.0,94,90,9.22,overcast clouds,2021-01-29 17:01:47
511,Kieta,PG,-6.2167,155.6333,80.1,81,70,9.24,light rain,2021-01-29 17:01:47
512,Rosarito,MX,32.3333,-117.0333,53.6,82,40,8.05,scattered clouds,2021-01-29 17:01:03
513,Khovu-Aksy,RU,51.1333,93.6,19.09,90,100,6.38,overcast clouds,2021-01-29 17:01:47
514,Omsukchan,RU,62.5333,155.8,-27.22,82,100,4.36,overcast clouds,2021-01-29 17:01:16
515,Lavrentiya,RU,65.5833,-171.0,-16.44,82,57,14.05,broken clouds,2021-01-29 17:01:47
516,Japura,ID,-0.3167,102.35,74.88,83,100,1.7,moderate rain,2021-01-29 17:01:13
517,Natalio,PY,-26.7167,-55.0833,84.36,71,27,4.32,scattered clouds,2021-01-29 17:01:48
