City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
621,Ampanihy,MG,80.92,overcast clouds,-24.7,44.75,Angora Hotel
627,Manta,EC,84.2,broken clouds,-0.95,-80.7333,Balandra Hotel
628,Atar,MR,86.92,clear sky,20.5169,-13.0499,Oumou Elghoura
631,Kathu,TH,80.6,few clouds,7.9178,98.3332,Novotel Phuket Resort
633,Santa Marta,CO,89.01,scattered clouds,11.2408,-74.199,Hotel La Ballena Azul
642,Vao,NC,76.75,broken clouds,-22.6667,167.4833,Hotel Kou-Bugny
643,Maputo,MZ,82.99,few clouds,-25.9653,32.5892,Pestana Rovuma
644,Vilhena,BR,77.0,mist,-12.7406,-60.1458,Hotel Mirage
652,Ambanja,MG,77.31,light rain,-13.6833,48.45,Hotel Salama and Fast Food
654,Puerto Pailas,BO,75.2,overcast clouds,-17.667,-62.7909,Mary luz
658,San Lorenzo,PY,87.8,broken clouds,-25.3333,-57.5333,Canarias Hotel
664,Mitzic,GA,75.85,moderate rain,0.7821,11.549000000000001,Motel Emys
669,Abu Dhabi,AE,75.2,clear sky,24.4667,54.3667,Beach Rotana
670,Puro,PH,76.42,overcast clouds,12.4841,123.3827,
674,Bhawanipatna,IN,75.49,overcast clouds,19.9,83.1667,Bhagirathi inn
684,Santa Cruz,BO,75.2,moderate rain,-17.8,-63.1667,Hotel Cortez
685,Kokoda,PG,75.87,overcast clouds,-8.8785,147.7407,Daito Guest House
686,Constancia,MX,78.01,clear sky,24.2231,-107.1869,Mi casa
687,Belmonte,BR,86.0,broken clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
689,Maningrida,AU,77.38,overcast clouds,-12.0667,134.2667,Dhukurrdji Lodge
692,Trairi,BR,86.32,light rain,-3.2778,-39.2689,janelas do mar
